  0.0000E+00  0.0000E+00  0.2000E+02
  0.1575E-01  0.0000E+00  0.0000E+00
  0.3150E-01  0.0000E+00  0.0000E+00
  0.4724E-01  0.0000E+00  0.0000E+00
  0.6299E-01  0.0000E+00  0.0000E+00
  0.7874E-01  0.0000E+00  0.0000E+00
  0.9449E-01  0.0000E+00  0.0000E+00
  0.1102E+00  0.0000E+00  0.0000E+00
  0.1260E+00  0.0000E+00  0.0000E+00
  0.1417E+00  0.0000E+00  0.0000E+00
  0.1575E+00  0.0000E+00  0.0000E+00
  0.1732E+00  0.0000E+00  0.0000E+00
  0.1890E+00  0.0000E+00  0.0000E+00
  0.2047E+00  0.0000E+00  0.0000E+00
  0.2205E+00  0.0000E+00  0.0000E+00
  0.2362E+00  0.0000E+00  0.0000E+00
  0.2520E+00  0.0000E+00  0.0000E+00
  0.2677E+00  0.0000E+00  0.0000E+00
  0.2835E+00  0.0000E+00  0.0000E+00
  0.2992E+00  0.0000E+00  0.0000E+00
  0.3150E+00  0.0000E+00  0.0000E+00
  0.3307E+00  0.0000E+00  0.0000E+00
  0.3465E+00  0.0000E+00  0.0000E+00
  0.3622E+00  0.0000E+00  0.0000E+00
  0.3780E+00  0.0000E+00  0.0000E+00
  0.3937E+00  0.0000E+00  0.0000E+00
  0.4094E+00  0.0000E+00  0.0000E+00
  0.4252E+00  0.0000E+00  0.0000E+00
  0.4409E+00  0.0000E+00  0.0000E+00
  0.4567E+00  0.0000E+00  0.0000E+00
  0.4724E+00  0.0000E+00  0.0000E+00
  0.4882E+00  0.0000E+00  0.0000E+00
  0.5039E+00  0.0000E+00  0.0000E+00
  0.5197E+00  0.0000E+00  0.0000E+00
  0.5354E+00  0.0000E+00  0.0000E+00
  0.5512E+00  0.0000E+00  0.0000E+00
  0.5669E+00  0.0000E+00  0.0000E+00
  0.5827E+00  0.0000E+00  0.0000E+00
  0.5984E+00  0.0000E+00  0.0000E+00
  0.6142E+00  0.0000E+00  0.0000E+00
  0.6299E+00  0.0000E+00  0.0000E+00
  0.6457E+00  0.0000E+00  0.0000E+00
  0.6614E+00  0.0000E+00  0.0000E+00
  0.6772E+00  0.0000E+00  0.0000E+00
  0.6929E+00  0.0000E+00  0.0000E+00
  0.7087E+00  0.0000E+00  0.0000E+00
  0.7244E+00  0.0000E+00  0.0000E+00
  0.7402E+00  0.0000E+00  0.0000E+00
  0.7559E+00  0.0000E+00  0.0000E+00
  0.7717E+00  0.0000E+00  0.0000E+00
  0.7874E+00  0.0000E+00  0.0000E+00
  0.8031E+00  0.0000E+00  0.0000E+00
  0.8189E+00  0.0000E+00  0.0000E+00
  0.8346E+00  0.0000E+00  0.0000E+00
  0.8504E+00  0.0000E+00  0.0000E+00
  0.8661E+00  0.0000E+00  0.0000E+00
  0.8819E+00  0.0000E+00  0.0000E+00
  0.8976E+00  0.0000E+00  0.0000E+00
  0.9134E+00  0.0000E+00  0.0000E+00
  0.9291E+00  0.0000E+00  0.0000E+00
  0.9449E+00  0.0000E+00  0.0000E+00
  0.9606E+00  0.0000E+00  0.0000E+00
  0.9764E+00  0.0000E+00  0.0000E+00
  0.9921E+00  0.0000E+00  0.0000E+00
  0.1008E+01  0.0000E+00  0.0000E+00
  0.1024E+01  0.0000E+00  0.0000E+00
  0.1039E+01  0.0000E+00  0.0000E+00
  0.1055E+01  0.0000E+00  0.0000E+00
  0.1071E+01  0.0000E+00  0.0000E+00
  0.1087E+01  0.0000E+00  0.0000E+00
  0.1102E+01  0.0000E+00  0.0000E+00
  0.1118E+01  0.0000E+00  0.0000E+00
  0.1134E+01  0.0000E+00  0.0000E+00
  0.1150E+01  0.0000E+00  0.0000E+00
