  0.0000E+00  0.0000E+00  0.2000E+02
  0.1111E+00  0.0000E+00  0.0000E+00
  0.2222E+00  0.0000E+00  0.0000E+00
  0.3333E+00  0.0000E+00  0.0000E+00
  0.4444E+00  0.0000E+00  0.0000E+00
  0.5556E+00  0.0000E+00  0.0000E+00
  0.6667E+00  0.0000E+00  0.0000E+00
  0.7778E+00  0.0000E+00  0.0000E+00
  0.8889E+00  0.0000E+00  0.0000E+00
  0.1000E+01  0.0000E+00  0.0000E+00
  0.1111E+01  0.0000E+00  0.0000E+00
  0.1222E+01  0.0000E+00  0.0000E+00
  0.1333E+01  0.0000E+00  0.0000E+00
  0.1444E+01  0.0000E+00  0.0000E+00
  0.1556E+01  0.0000E+00  0.0000E+00
  0.1667E+01  0.0000E+00  0.0000E+00
  0.1778E+01  0.0000E+00  0.0000E+00
  0.1889E+01  0.0000E+00  0.0000E+00
  0.2000E+01  0.0000E+00  0.2000E+02

  0.0000E+00  0.1111E+00  0.2000E+02
  0.1111E+00  0.1111E+00  0.1017E+02
  0.2222E+00  0.1111E+00  0.6400E+01
  0.3333E+00  0.1111E+00  0.4742E+01
  0.4444E+00  0.1111E+00  0.3957E+01
  0.5556E+00  0.1111E+00  0.3610E+01
  0.6667E+00  0.1111E+00  0.3534E+01
  0.7778E+00  0.1111E+00  0.3661E+01
  0.8889E+00  0.1111E+00  0.3950E+01
  0.1000E+01  0.1111E+00  0.4330E+01
  0.1111E+01  0.1111E+00  0.4644E+01
  0.1222E+01  0.1111E+00  0.4834E+01
  0.1333E+01  0.1111E+00  0.4906E+01
  0.1444E+01  0.1111E+00  0.4912E+01
  0.1556E+01  0.1111E+00  0.4990E+01
  0.1667E+01  0.1111E+00  0.5474E+01
  0.1778E+01  0.1111E+00  0.6859E+01
  0.1889E+01  0.1111E+00  0.1039E+02
  0.2000E+01  0.1111E+00  0.2000E+02

  0.0000E+00  0.2222E+00  0.2000E+02
  0.1111E+00  0.2222E+00  0.1429E+02
  0.2222E+00  0.2222E+00  0.1069E+02
  0.3333E+00  0.2222E+00  0.8610E+01
  0.4444E+00  0.2222E+00  0.7476E+01
  0.5556E+00  0.2222E+00  0.6948E+01
  0.6667E+00  0.2222E+00  0.6864E+01
  0.7778E+00  0.2222E+00  0.7159E+01
  0.8889E+00  0.2222E+00  0.7809E+01
  0.1000E+01  0.2222E+00  0.8728E+01
  0.1111E+01  0.2222E+00  0.9410E+01
  0.1222E+01  0.2222E+00  0.9787E+01
  0.1333E+01  0.2222E+00  0.9880E+01
  0.1444E+01  0.2222E+00  0.9750E+01
  0.1556E+01  0.2222E+00  0.9575E+01
  0.1667E+01  0.2222E+00  0.1005E+02
  0.1778E+01  0.2222E+00  0.1157E+02
  0.1889E+01  0.2222E+00  0.1471E+02
  0.2000E+01  0.2222E+00  0.2000E+02

  0.0000E+00  0.3333E+00  0.2000E+02
  0.1111E+00  0.3333E+00  0.1629E+02
  0.2222E+00  0.3333E+00  0.1345E+02
  0.3333E+00  0.3333E+00  0.1154E+02
  0.4444E+00  0.3333E+00  0.1039E+02
  0.5556E+00  0.3333E+00  0.9842E+01
  0.6667E+00  0.3333E+00  0.9816E+01
  0.7778E+00  0.3333E+00  0.1030E+02
  0.8889E+00  0.3333E+00  0.1140E+02
  0.1000E+01  0.3333E+00  0.1336E+02
  0.1111E+01  0.3333E+00  0.1448E+02
  0.1222E+01  0.3333E+00  0.1502E+02
  0.1333E+01  0.3333E+00  0.1508E+02
  0.1444E+01  0.3333E+00  0.1463E+02
  0.1556E+01  0.3333E+00  0.1351E+02
  0.1667E+01  0.3333E+00  0.1356E+02
  0.1778E+01  0.3333E+00  0.1467E+02
  0.1889E+01  0.3333E+00  0.1687E+02
  0.2000E+01  0.3333E+00  0.2000E+02

  0.0000E+00  0.4444E+00  0.2000E+02
  0.1111E+00  0.4444E+00  0.1743E+02
  0.2222E+00  0.4444E+00  0.1528E+02
  0.3333E+00  0.4444E+00  0.1370E+02
  0.4444E+00  0.4444E+00  0.1269E+02
  0.5556E+00  0.4444E+00  0.1222E+02
  0.6667E+00  0.4444E+00  0.1225E+02
  0.7778E+00  0.4444E+00  0.1284E+02
  0.8889E+00  0.4444E+00  0.1412E+02
  0.1000E+01  0.4444E+00  0.1637E+02
  0.1111E+01  0.4444E+00  0.1766E+02
  0.1222E+01  0.4444E+00  0.1827E+02
  0.1333E+01  0.4444E+00  0.1831E+02
  0.1444E+01  0.4444E+00  0.1772E+02
  0.1556E+01  0.4444E+00  0.1629E+02
  0.1667E+01  0.4444E+00  0.1602E+02
  0.1778E+01  0.4444E+00  0.1668E+02
  0.1889E+01  0.4444E+00  0.1809E+02
  0.2000E+01  0.4444E+00  0.2000E+02

  0.0000E+00  0.5556E+00  0.2000E+02
  0.1111E+00  0.5556E+00  0.1815E+02
  0.2222E+00  0.5556E+00  0.1654E+02
  0.3333E+00  0.5556E+00  0.1529E+02
  0.4444E+00  0.5556E+00  0.1447E+02
  0.5556E+00  0.5556E+00  0.1408E+02
  0.6667E+00  0.5556E+00  0.1414E+02
  0.7778E+00  0.5556E+00  0.1469E+02
  0.8889E+00  0.5556E+00  0.1585E+02
  0.1000E+01  0.5556E+00  0.1788E+02
  0.1111E+01  0.5556E+00  0.1906E+02
  0.1222E+01  0.5556E+00  0.1963E+02
  0.1333E+01  0.5556E+00  0.1969E+02
  0.1444E+01  0.5556E+00  0.1918E+02
  0.1556E+01  0.5556E+00  0.1789E+02
  0.1667E+01  0.5556E+00  0.1756E+02
  0.1778E+01  0.5556E+00  0.1793E+02
  0.1889E+01  0.5556E+00  0.1882E+02
  0.2000E+01  0.5556E+00  0.2000E+02

  0.0000E+00  0.6667E+00  0.2000E+02
  0.1111E+00  0.6667E+00  0.1864E+02
  0.2222E+00  0.6667E+00  0.1743E+02
  0.3333E+00  0.6667E+00  0.1647E+02
  0.4444E+00  0.6667E+00  0.1581E+02
  0.5556E+00  0.6667E+00  0.1549E+02
  0.6667E+00  0.6667E+00  0.1553E+02
  0.7778E+00  0.6667E+00  0.1594E+02
  0.8889E+00  0.6667E+00  0.1672E+02
  0.1000E+01  0.6667E+00  0.1777E+02
  0.1111E+01  0.6667E+00  0.1858E+02
  0.1222E+01  0.6667E+00  0.1905E+02
  0.1333E+01  0.6667E+00  0.1916E+02
  0.1444E+01  0.6667E+00  0.1895E+02
  0.1556E+01  0.6667E+00  0.1852E+02
  0.1667E+01  0.6667E+00  0.1841E+02
  0.1778E+01  0.6667E+00  0.1867E+02
  0.1889E+01  0.6667E+00  0.1925E+02
  0.2000E+01  0.6667E+00  0.2000E+02

  0.0000E+00  0.7778E+00  0.2000E+02
  0.1111E+00  0.7778E+00  0.1899E+02
  0.2222E+00  0.7778E+00  0.1807E+02
  0.3333E+00  0.7778E+00  0.1733E+02
  0.4444E+00  0.7778E+00  0.1681E+02
  0.5556E+00  0.7778E+00  0.1655E+02
  0.6667E+00  0.7778E+00  0.1655E+02
  0.7778E+00  0.7778E+00  0.1681E+02
  0.8889E+00  0.7778E+00  0.1730E+02
  0.1000E+01  0.7778E+00  0.1792E+02
  0.1111E+01  0.7778E+00  0.1845E+02
  0.1222E+01  0.7778E+00  0.1881E+02
  0.1333E+01  0.7778E+00  0.1896E+02
  0.1444E+01  0.7778E+00  0.1894E+02
  0.1556E+01  0.7778E+00  0.1885E+02
  0.1667E+01  0.7778E+00  0.1888E+02
  0.1778E+01  0.7778E+00  0.1910E+02
  0.1889E+01  0.7778E+00  0.1950E+02
  0.2000E+01  0.7778E+00  0.2000E+02

  0.0000E+00  0.8889E+00  0.2000E+02
  0.1111E+00  0.8889E+00  0.1924E+02
  0.2222E+00  0.8889E+00  0.1854E+02
  0.3333E+00  0.8889E+00  0.1797E+02
  0.4444E+00  0.8889E+00  0.1756E+02
  0.5556E+00  0.8889E+00  0.1734E+02
  0.6667E+00  0.8889E+00  0.1731E+02
  0.7778E+00  0.8889E+00  0.1746E+02
  0.8889E+00  0.8889E+00  0.1776E+02
  0.1000E+01  0.8889E+00  0.1814E+02
  0.1111E+01  0.8889E+00  0.1850E+02
  0.1222E+01  0.8889E+00  0.1877E+02
  0.1333E+01  0.8889E+00  0.1893E+02
  0.1444E+01  0.8889E+00  0.1901E+02
  0.1556E+01  0.8889E+00  0.1905E+02
  0.1667E+01  0.8889E+00  0.1915E+02
  0.1778E+01  0.8889E+00  0.1935E+02
  0.1889E+01  0.8889E+00  0.1965E+02
  0.2000E+01  0.8889E+00  0.2000E+02

  0.0000E+00  0.1000E+01  0.2000E+02
  0.1111E+00  0.1000E+01  0.1942E+02
  0.2222E+00  0.1000E+01  0.1889E+02
  0.3333E+00  0.1000E+01  0.1845E+02
  0.4444E+00  0.1000E+01  0.1812E+02
  0.5556E+00  0.1000E+01  0.1793E+02
  0.6667E+00  0.1000E+01  0.1788E+02
  0.7778E+00  0.1000E+01  0.1796E+02
  0.8889E+00  0.1000E+01  0.1815E+02
  0.1000E+01  0.1000E+01  0.1838E+02
  0.1111E+01  0.1000E+01  0.1863E+02
  0.1222E+01  0.1000E+01  0.1883E+02
  0.1333E+01  0.1000E+01  0.1899E+02
  0.1444E+01  0.1000E+01  0.1910E+02
  0.1556E+01  0.1000E+01  0.1920E+02
  0.1667E+01  0.1000E+01  0.1933E+02
  0.1778E+01  0.1000E+01  0.1951E+02
  0.1889E+01  0.1000E+01  0.1974E+02
  0.2000E+01  0.1000E+01  0.2000E+02

  0.0000E+00  0.1111E+01  0.2000E+02
  0.1111E+00  0.1111E+01  0.1956E+02
  0.2222E+00  0.1111E+01  0.1915E+02
  0.3333E+00  0.1111E+01  0.1881E+02
  0.4444E+00  0.1111E+01  0.1855E+02
  0.5556E+00  0.1111E+01  0.1839E+02
  0.6667E+00  0.1111E+01  0.1833E+02
  0.7778E+00  0.1111E+01  0.1836E+02
  0.8889E+00  0.1111E+01  0.1847E+02
  0.1000E+01  0.1111E+01  0.1863E+02
  0.1111E+01  0.1111E+01  0.1879E+02
  0.1222E+01  0.1111E+01  0.1895E+02
  0.1333E+01  0.1111E+01  0.1909E+02
  0.1444E+01  0.1111E+01  0.1921E+02
  0.1556E+01  0.1111E+01  0.1932E+02
  0.1667E+01  0.1111E+01  0.1945E+02
  0.1778E+01  0.1111E+01  0.1961E+02
  0.1889E+01  0.1111E+01  0.1980E+02
  0.2000E+01  0.1111E+01  0.2000E+02

  0.0000E+00  0.1222E+01  0.2000E+02
  0.1111E+00  0.1222E+01  0.1966E+02
  0.2222E+00  0.1222E+01  0.1935E+02
  0.3333E+00  0.1222E+01  0.1909E+02
  0.4444E+00  0.1222E+01  0.1888E+02
  0.5556E+00  0.1222E+01  0.1874E+02
  0.6667E+00  0.1222E+01  0.1868E+02
  0.7778E+00  0.1222E+01  0.1869E+02
  0.8889E+00  0.1222E+01  0.1875E+02
  0.1000E+01  0.1222E+01  0.1885E+02
  0.1111E+01  0.1222E+01  0.1897E+02
